order_id,customer_id,store_id,rider_id,product_id,order_date,order_time,quantity,unit_price,total_amount,promised_delivery_mins,actual_delivery_mins,order_status,is_stockout,payment_method,is_late_delivery
ORD011767,CUST2448,STR005,RDR149,PRD010,2026-05-06,19:14:45,3,275.23,825.69,10,8,Delivered,0,UPI,0
ORD011768,CUST3622,STR022,RDR448,PRD019,2026-04-13,22:32:07,2,238.28,476.56,10,8,Delivered,0,Wallet,0
ORD011769,CUST4564,STR006,RDR469,PRD002,2025-11-01,10:13:22,4,39.96,159.84,10,20,Delivered,0,Card,1
ORD011770,CUST0272,STR001,RDR323,PRD009,2025-10-03,17:34:17,4,226.47,905.88,10,18,Cancelled,0,Card,1
ORD011771,CUST2938,STR019,RDR446,PRD013,2025-09-17,20:48:42,2,84.94,169.88,10,17,Returned,0,UPI,1
ORD011772,CUST2996,STR026,RDR184,PRD022,2025-08-08,07:45:59,5,293.75,1468.75,10,-5,Delivered,0,COD,0
ORD011773,CUST0780,STR024,RDR198,PRD018,2026-03-13,20:38:34,4,152.02,608.08,10,39,Delivered,1,Wallet,1
ORD011774,CUST2891,STR017,RDR001,PRD030,2025-09-15,12:39:09,5,34.77,173.85,10,9,Delivered,1,UPI,0
ORD011775,CUST1076,STR026,RDR294,PRD016,2026-05-17,20:19:26,4,40.49,161.96,10,17,Delivered,0,Wallet,1
ORD011776,CUST3012,STR021,RDR065,PRD006,2025-07-01,18:03:13,4,266.42,1065.68,10,25,Delivered,0,COD,1
ORD011777,CUST1844,STR007,RDR026,PRD017,2026-02-23,08:40:40,3,237.61,712.83,10,31,Cancelled,0,UPI,1
ORD011778,CUST0144,STR028,,PRD005,2026-05-20,19:56:23,5,91.22,456.1,10,10,Delivered,0,COD,0
ORD011779,CUST2452,STR004,RDR315,PRD018,2026-03-11,07:22:29,2,152.02,304.04,10,19,Delivered,0,COD,1
ORD011780,CUST3765,STR030,,PRD027,2026-02-23,17:25:53,1,76.58,76.58,10,20,Delivered,0,Wallet,1
ORD011781,CUST0318,STR021,RDR234,PRD018,2026-03-14,10:47:03,1,152.02,152.02,10,21,Delivered,1,Card,1
ORD011782,CUST3860,STR003,RDR124,PRD034,2026-04-13,21:07:58,4,250.91,1003.64,10,10,Cancelled,0,Wallet,0
ORD011783,CUST0262,STR016,RDR482,PRD017,2025-09-18,17:23:07,1,237.61,237.61,10,8,Delivered,0,Card,0
ORD011784,CUST3450,STR016,RDR210,PRD034,2025-09-13,18:16:42,5,250.91,1254.55,10,22,Cancelled,0,UPI,1
ORD011785,CUST3756,STR002,RDR440,PRD017,2025-07-05,18:45:16,2,237.61,475.22,10,10,Delivered,0,Card,0
ORD011786,CUST4263,STR010,RDR446,PRD012,2026-03-15,07:05:37,2,38.12,76.24,10,8,Delivered,0,UPI,0
ORD011787,CUST4393,STR002,RDR387,PRD029,2026-02-23,15:29:54,3,59.97,179.91,10,11,Returned,0,Card,1
ORD011788,CUST4118,STR008,RDR380,PRD019,2026-05-16,10:40:11,4,238.28,953.12,10,42,Delivered,1,Card,1
ORD011789,CUST3851,STR020,RDR351,PRD019,2025-09-01,08:43:32,4,238.28,953.12,10,11,Delivered,1,UPI,1
ORD011790,CUST1060,STR021,RDR180,PRD023,2025-10-23,15:10:00,2,98.48,196.96,10,9,Delivered,0,UPI,0
ORD011791,CUST1092,STR008,RDR283,PRD014,2025-10-05,10:01:58,3,69.5,208.5,10,16,Delivered,0,UPI,1
ORD011792,CUST0192,STR006,RDR241,PRD025,2025-10-08,19:03:48,1,83.55,83.55,10,15,Delivered,0,COD,1
ORD011793,CUST4597,STR011,RDR034,PRD029,2026-03-26,10:47:02,4,59.97,239.88,10,42,Delivered,0,UPI,1
ORD007753,CUST3629,STR014,RDR109,PRD024,2025-08-22,19:57:30,4,170.15,680.6,10,24,Delivered,1,UPI,1
ORD011795,CUST1420,STR012,RDR108,PRD033,2026-03-04,21:57:50,4,346.12,1384.48,10,9,Delivered,0,COD,0
ORD011796,CUST3119,STR020,RDR436,PRD025,2025-08-29,07:19:49,1,83.55,83.55,10,15,Delivered,0,UPI,1
ORD011797,CUST2374,STR001,RDR398,PRD034,2026-02-25,08:41:11,3,250.91,752.73,10,10,Delivered,1,UPI,0
ORD011798,CUST2158,STR027,RDR129,PRD021,2025-06-26,14:40:59,5,192.65,963.25,10,20,Delivered,0,UPI,1
ORD011799,CUST0354,STR016,RDR185,PRD038,2025-09-06,08:36:26,2,163.26,326.52,10,28,Returned,0,UPI,1
ORD011800,CUST4308,STR007,RDR384,PRD022,2025-11-15,18:29:54,2,293.75,587.5,10,9,Delivered,0,UPI,0
ORD011801,CUST2592,STR010,RDR329,PRD019,2025-12-11,10:46:30,5,238.28,1191.4,10,15,Delivered,0,UPI,1
ORD011802,CUST1975,STR029,RDR223,PRD023,2026-01-19,09:42:54,4,98.48,393.92,10,120,Delivered,1,UPI,1
ORD011803,CUST1134,STR016,RDR406,PRD037,2025-11-06,12:47:00,3,490.51,1471.53,10,9,Delivered,0,UPI,0
ORD011804,CUST3354,STR018,RDR472,PRD013,2025-11-25,21:40:12,3,84.94,254.82,10,31,Cancelled,0,UPI,1
ORD011805,CUST2097,STR012,RDR381,PRD023,2025-07-25,07:21:44,5,98.48,492.4,10,14,Returned,0,UPI,1
ORD011806,CUST4473,STR005,RDR017,PRD032,2026-04-08,18:16:17,1,141.19,141.19,10,9,Delivered,0,UPI,0
ORD011807,CUST4172,STR013,RDR095,PRD022,2025-07-22,08:45:02,4,293.75,1175.0,10,23,Delivered,0,COD,1
ORD011808,CUST2669,STR002,RDR332,PRD017,2026-03-09,18:31:02,5,237.61,1188.05,10,42,Cancelled,0,UPI,1
ORD011809,CUST2377,STR027,RDR200,PRD025,2026-03-19,09:02:14,5,83.55,417.75,10,20,Delivered,0,Card,1
ORD011810,CUST3707,STR027,RDR003,PRD034,2025-07-30,21:10:30,4,250.91,1003.64,10,10,Delivered,0,UPI,0
ORD011811,CUST1669,STR026,RDR265,PRD013,2026-04-08,20:32:48,2,84.94,169.88,10,10,Delivered,0,UPI,0
ORD011812,CUST3312,STR004,RDR330,PRD022,2026-02-25,20:12:17,5,293.75,1468.75,10,18,Delivered,0,UPI,1
ORD011813,CUST3347,STR025,RDR261,PRD006,2025-10-14,09:38:42,5,266.42,1332.1,10,8,Delivered,0,Card,0
ORD011814,CUST1523,STR020,RDR310,PRD022,2025-11-11,13:56:13,4,293.75,1175.0,10,9,Delivered,0,Card,0
ORD011815,CUST2963,STR007,RDR473,PRD027,2025-10-02,16:13:08,5,76.58,382.9,10,12,Delivered,1,UPI,1
ORD011816,CUST1286,STR003,RDR301,PRD026,2026-03-20,18:12:49,3,48.41,145.23,10,15,Cancelled,1,UPI,1
ORD011817,CUST1101,STR017,,PRD004,2025-09-28,19:51:16,5,101.73,508.65,10,35,Delivered,0,UPI,1
ORD011818,CUST4971,STR008,RDR061,PRD013,2025-09-27,07:22:48,1,84.94,84.94,10,38,Delivered,0,UPI,1
ORD011819,CUST1059,STR020,RDR032,PRD002,2026-02-13,07:27:00,4,39.96,159.84,10,34,Delivered,0,Card,1
ORD011820,CUST4940,STR023,RDR175,PRD023,2025-11-19,06:20:50,5,98.48,492.4,10,9,Returned,0,COD,0
ORD011821,CUST3221,STR023,RDR321,PRD002,2025-06-16,09:41:04,2,39.96,79.92,10,25,Delivered,0,Card,1
ORD011822,CUST2934,STR010,RDR282,PRD010,2025-07-22,06:55:02,1,275.23,275.23,10,12,Delivered,1,UPI,1
ORD011823,CUST4218,STR016,RDR083,PRD004,2025-12-17,18:39:04,2,101.73,203.46,10,16,Delivered,0,UPI,1
ORD011824,CUST4113,STR001,RDR414,PRD003,2025-08-02,09:16:59,1,147.17,147.17,10,16,Delivered,0,Wallet,1
ORD011825,CUST4057,STR004,RDR346,PRD039,2025-11-25,10:43:36,2,544.0,1088.0,10,23,Delivered,1,Card,1
ORD011826,CUST1819,STR018,RDR240,PRD004,2025-07-19,09:00:30,3,101.73,305.19,10,23,Cancelled,0,UPI,1
ORD011827,CUST4963,STR013,RDR144,PRD010,2025-09-07,21:36:30,5,275.23,1376.15,10,14,Delivered,1,COD,1
ORD011828,CUST1014,STR004,RDR233,PRD025,2026-01-13,10:47:57,4,83.55,334.2,10,9,Delivered,0,Card,0
ORD011829,CUST1457,STR011,RDR354,PRD013,2026-01-06,21:00:01,5,84.94,424.7,10,20,Delivered,0,COD,1
ORD011830,CUST3155,STR026,RDR276,PRD035,2026-05-31,07:30:00,5,171.72,858.6,10,12,Cancelled,0,Card,1
ORD011831,CUST0887,STR013,RDR435,PRD026,2026-01-29,09:55:56,1,48.41,48.41,10,20,Delivered,0,Card,1
ORD011832,CUST4544,STR023,RDR185,PRD028,2025-12-07,10:07:56,4,90.33,361.32,10,33,Delivered,0,UPI,1
ORD011833,CUST3604,STR007,RDR185,PRD010,2026-03-12,22:00:03,5,275.23,1376.15,10,20,Delivered,0,UPI,1
ORD011834,CUST4078,STR009,RDR377,PRD021,2025-07-23,19:09:01,4,192.65,770.6,10,14,Cancelled,0,Wallet,1
ORD011835,CUST3266,STR009,RDR021,PRD011,2026-01-30,06:45:56,5,37.93,189.65,10,10,Delivered,0,Wallet,0
ORD011836,CUST4614,STR022,RDR216,PRD016,2025-09-21,09:06:43,2,40.49,80.98,10,9,Delivered,0,COD,0
ORD011837,CUST3182,STR028,RDR273,PRD039,2026-04-03,15:01:37,3,544.0,1632.0,10,14,Delivered,0,UPI,1
ORD011838,CUST2435,STR007,RDR340,PRD012,2025-11-23,07:57:09,3,38.12,114.36,10,27,Delivered,0,UPI,1
ORD011839,CUST0968,STR021,RDR273,PRD039,2025-06-10,15:23:13,3,544.0,1632.0,10,17,Delivered,0,COD,1
ORD011840,CUST1653,STR010,RDR187,PRD038,2025-12-31,18:54:02,5,163.26,816.3,10,31,Delivered,1,UPI,1
ORD011841,CUST1788,STR001,RDR170,PRD032,2025-06-17,20:21:20,2,141.19,282.38,10,17,Delivered,0,UPI,1
ORD011842,CUST0318,STR001,RDR379,PRD013,2026-03-24,10:32:24,3,84.94,254.82,10,17,Delivered,1,Wallet,1
ORD011843,CUST0663,STR006,RDR391,PRD030,2025-07-26,08:12:59,4,34.77,139.08,10,8,Delivered,0,Card,0
ORD011844,CUST1266,STR028,RDR183,PRD034,2025-08-06,21:06:16,5,250.91,1254.55,10,18,Delivered,1,Card,1
ORD011845,CUST1642,STR011,RDR165,PRD037,2025-11-21,19:53:40,5,490.51,2452.55,10,8,Returned,0,UPI,0
ORD011846,CUST2370,STR009,RDR297,PRD035,2025-11-29,09:30:04,3,171.72,515.16,10,24,Delivered,1,UPI,1
ORD011847,CUST0060,STR027,RDR127,PRD037,2026-06-02,08:35:41,2,490.51,981.02,10,9,Delivered,0,COD,0
ORD011848,CUST2598,STR028,RDR422,PRD017,2025-09-23,07:25:42,3,237.61,712.83,10,10,Delivered,0,Card,0
ORD011849,CUST1903,STR027,RDR468,PRD015,2025-09-27,21:15:31,4,31.95,127.8,10,31,Delivered,1,UPI,1
ORD011850,CUST4302,STR006,RDR245,PRD007,2026-03-12,16:30:18,4,267.09,1068.36,10,42,Delivered,0,UPI,1
ORD011851,CUST3526,STR007,,PRD014,2026-01-08,07:03:32,2,69.5,139.0,10,9,Delivered,1,Card,0
ORD011852,CUST1846,STR022,RDR050,PRD022,2025-06-07,11:44:19,2,293.75,587.5,10,9,Delivered,0,COD,0
ORD011853,CUST2265,STR009,RDR029,PRD035,2026-03-04,21:19:29,2,171.72,343.44,10,21,Returned,0,UPI,1
ORD011854,CUST1548,STR008,RDR128,PRD039,2025-10-24,08:34:18,5,544.0,2720.0,10,17,Delivered,0,Wallet,1
ORD011855,CUST3682,STR023,RDR148,PRD030,2025-12-05,16:06:32,1,34.77,34.77,10,11,Delivered,0,Card,1
ORD011856,CUST0277,STR012,RDR214,PRD031,2026-04-24,18:15:46,1,188.39,188.39,10,12,Delivered,0,UPI,1
ORD011857,CUST4151,STR004,RDR386,PRD014,2025-10-07,13:42:42,3,69.5,208.5,10,16,Delivered,0,UPI,1
ORD011858,CUST3834,STR026,RDR314,PRD028,2026-03-25,13:32:11,4,90.33,361.32,10,30,Delivered,0,Card,1
ORD011859,CUST0443,STR010,RDR067,PRD009,2025-11-15,20:47:35,1,226.47,226.47,10,120,Delivered,0,COD,1
ORD011860,CUST0281,STR014,RDR401,PRD033,2026-05-23,07:23:51,1,346.12,346.12,10,9,Delivered,0,Wallet,0
ORD011861,CUST1901,STR006,RDR319,PRD022,2025-10-04,08:26:31,1,293.75,293.75,10,17,Delivered,0,UPI,1
ORD011862,CUST1635,STR028,RDR282,PRD029,2025-12-08,10:11:20,5,59.97,299.85,10,32,Delivered,0,UPI,1
ORD011863,CUST4073,STR013,RDR205,PRD027,2025-11-15,16:08:14,4,76.58,306.32,10,14,Delivered,0,Card,1
ORD011864,CUST3287,STR003,RDR152,PRD024,2025-10-22,12:03:36,3,170.15,510.45,10,8,Delivered,0,UPI,0
ORD011865,CUST1946,STR028,RDR097,PRD005,2025-09-14,10:16:51,2,91.22,182.44,10,19,Delivered,1,Wallet,1
ORD011866,CUST2248,STR005,RDR292,PRD023,2025-08-27,15:14:17,2,98.48,196.96,10,19,Delivered,0,UPI,1
ORD011867,CUST4702,STR009,RDR326,PRD005,2025-06-15,19:40:44,2,91.22,182.44,10,8,Delivered,0,Card,0
ORD011868,CUST2990,STR022,RDR453,PRD016,2025-07-18,12:05:53,4,40.49,161.96,10,8,Delivered,0,Card,0
ORD011869,CUST0026,STR015,RDR068,PRD017,2025-12-16,09:00:32,5,237.61,1188.05,10,20,Delivered,0,UPI,1
ORD011870,CUST1539,STR029,RDR156,PRD007,2025-11-18,20:54:49,3,267.09,801.27,10,20,Delivered,0,Card,1
ORD011871,CUST1181,STR021,RDR062,PRD004,2025-10-27,08:21:08,4,101.73,406.92,10,34,Delivered,0,COD,1
ORD011872,CUST3920,STR006,RDR002,PRD012,2025-12-02,18:03:32,4,38.12,152.48,10,17,Delivered,0,UPI,1
ORD011873,CUST3236,STR014,RDR165,PRD012,2025-07-06,19:38:10,5,38.12,190.6,10,23,Delivered,1,UPI,1
ORD011874,CUST1125,STR009,RDR124,PRD014,2025-06-13,06:03:08,3,69.5,208.5,10,29,Delivered,0,UPI,1
ORD011875,CUST3562,STR026,RDR143,PRD008,2025-07-31,07:03:22,1,117.13,117.13,10,20,Cancelled,0,COD,1
ORD011876,CUST3590,STR013,RDR410,PRD030,2025-12-20,08:30:16,1,34.77,34.77,10,45,Cancelled,0,UPI,1
ORD011877,CUST2926,STR018,RDR326,PRD039,2025-12-10,10:02:39,4,544.0,2176.0,10,16,Delivered,1,UPI,1
ORD011878,CUST2918,STR017,RDR365,PRD014,2025-09-22,08:15:54,1,69.5,69.5,10,42,Delivered,0,UPI,1
ORD011879,CUST0759,STR024,RDR163,PRD025,2025-06-28,14:41:19,1,83.55,83.55,10,10,Delivered,0,Card,0
ORD011880,CUST3536,STR019,RDR110,PRD022,2025-10-23,19:49:36,1,293.75,293.75,10,10,Delivered,0,UPI,0
ORD011881,CUST2904,STR021,RDR009,PRD027,2025-10-07,16:49:43,1,76.58,76.58,10,8,Delivered,0,UPI,0
ORD011882,CUST4342,STR014,RDR108,PRD014,2025-07-22,08:49:43,4,69.5,278.0,10,11,Delivered,1,UPI,1
ORD011883,CUST4565,STR004,RDR242,PRD014,2025-12-13,10:32:44,5,69.5,347.5,10,24,Delivered,0,UPI,1
ORD011884,CUST4106,STR029,,PRD025,2025-06-11,20:57:01,3,83.55,250.65,10,26,Delivered,1,Card,1
ORD011885,CUST2548,STR010,RDR053,PRD019,2025-11-19,14:10:16,1,238.28,238.28,10,8,Delivered,1,UPI,0
ORD011886,CUST0524,STR009,RDR427,PRD002,2026-04-23,18:22:18,2,39.96,79.92,10,19,Delivered,0,UPI,1
ORD011887,CUST1133,STR021,RDR370,PRD032,2025-06-16,06:14:51,4,141.19,564.76,10,12,Delivered,0,COD,1
ORD011888,CUST4767,STR021,RDR429,PRD026,2026-04-23,10:48:16,1,48.41,48.41,10,9,Delivered,1,UPI,0
ORD011889,CUST1994,STR011,RDR349,PRD039,2025-09-06,21:41:30,5,544.0,2720.0,10,39,Delivered,0,Card,1
ORD011890,CUST4758,STR029,RDR373,PRD002,2025-10-12,10:07:32,1,39.96,39.96,10,24,Delivered,0,Wallet,1
ORD011891,CUST1954,STR017,RDR370,PRD029,2025-10-24,10:11:11,5,59.97,299.85,10,29,Delivered,0,UPI,1
ORD011892,CUST2716,STR008,RDR200,PRD008,2026-04-19,07:57:26,5,117.13,585.65,10,10,Delivered,0,Wallet,0
ORD011893,CUST0442,STR008,RDR177,PRD027,2025-08-01,18:09:51,5,76.58,382.9,10,8,Delivered,0,COD,0
ORD011894,CUST0261,STR029,RDR080,PRD018,2025-06-16,18:53:54,5,152.02,760.1,10,13,Delivered,1,UPI,1
ORD011895,CUST4932,STR004,RDR043,PRD035,2026-04-21,07:22:12,4,171.72,686.88,10,9,Delivered,0,UPI,0
ORD011896,CUST3551,STR022,,PRD034,2026-01-14,18:41:21,2,250.91,501.82,10,-1,Delivered,0,Card,0
ORD011897,CUST1285,STR019,RDR414,PRD037,2026-01-09,20:54:38,4,490.51,1962.04,10,28,Delivered,0,Card,1
ORD011898,CUST3740,STR013,RDR497,PRD033,2026-02-08,16:09:04,3,346.12,1038.36,10,9,Returned,0,UPI,0
ORD011899,CUST4749,STR027,RDR498,PRD032,2026-03-16,19:21:18,3,141.19,423.57,10,35,Delivered,0,Wallet,1
ORD011900,CUST1879,STR022,RDR422,PRD028,2025-09-30,09:32:53,4,90.33,361.32,10,9,Returned,0,UPI,0
ORD011901,CUST1306,STR004,RDR059,PRD012,2025-08-10,21:42:40,5,38.12,190.6,10,11,Delivered,1,Wallet,1
ORD011902,CUST0812,STR011,RDR163,PRD026,2025-10-14,17:29:35,2,48.41,96.82,10,22,Delivered,0,COD,1
ORD011903,CUST1572,STR018,RDR025,PRD024,2025-06-16,11:59:54,3,170.15,510.45,10,10,Delivered,0,COD,0
ORD011904,CUST3096,STR010,RDR103,PRD003,2025-08-24,21:05:45,4,147.17,588.68,10,11,Delivered,0,Card,1
ORD011905,CUST1595,STR030,RDR195,PRD014,2025-07-21,18:20:57,4,69.5,278.0,10,14,Delivered,0,UPI,1
ORD011906,CUST1788,STR020,RDR345,PRD029,2026-02-07,19:25:10,3,59.97,179.91,10,17,Cancelled,0,UPI,1
ORD011907,CUST3852,STR029,RDR495,PRD027,2025-12-28,08:24:29,3,76.58,229.74,10,12,Delivered,0,Wallet,1
ORD011908,CUST2302,STR028,RDR369,PRD003,2026-04-04,07:03:24,3,147.17,441.51,10,8,Delivered,0,UPI,0
ORD011909,CUST0089,STR027,RDR338,PRD030,2025-10-15,07:29:28,5,34.77,173.85,10,13,Delivered,0,Card,1
ORD011910,CUST2141,STR010,RDR193,PRD039,2025-10-12,14:44:16,3,544.0,1632.0,10,19,Delivered,0,UPI,1
ORD011911,CUST2038,STR027,RDR200,PRD033,2026-01-19,13:48:10,4,346.12,1384.48,10,15,Returned,0,Card,1
ORD011912,CUST3770,STR020,RDR074,PRD006,2025-07-21,21:40:13,5,266.42,1332.1,10,12,Delivered,0,UPI,1
ORD011913,CUST2370,STR026,RDR259,PRD004,2025-07-04,08:48:07,4,101.73,406.92,10,21,Delivered,0,COD,1
ORD011914,CUST2963,STR015,RDR468,PRD004,2025-07-13,10:58:44,3,101.73,305.19,10,13,Delivered,0,UPI,1
ORD011915,CUST1410,STR028,RDR032,PRD012,2025-11-01,09:17:42,2,38.12,76.24,10,10,Delivered,0,UPI,0
ORD011916,CUST0006,STR025,RDR327,PRD035,2025-08-14,20:24:03,2,171.72,343.44,10,10,Cancelled,0,UPI,0
ORD011917,CUST1633,STR028,RDR363,PRD037,2025-11-30,19:35:12,4,490.51,1962.04,10,20,Delivered,1,UPI,1
ORD011918,CUST4381,STR001,RDR011,PRD030,2026-04-11,10:50:41,2,34.77,69.54,10,9,Delivered,0,Card,0
ORD011919,CUST4957,STR016,RDR386,PRD014,2026-04-26,07:39:22,2,69.5,139.0,10,12,Delivered,0,Card,1
ORD011920,CUST1120,STR013,RDR140,PRD006,2026-01-22,21:54:51,5,266.42,1332.1,10,12,Delivered,1,UPI,1
ORD011921,CUST3946,STR026,RDR078,PRD008,2025-09-18,09:04:10,2,117.13,234.26,10,10,Delivered,0,UPI,0
ORD011922,CUST2720,STR021,RDR276,PRD036,2025-09-04,21:21:27,4,638.68,2554.72,10,10,Delivered,0,Card,0
ORD011923,CUST0302,STR018,RDR040,PRD025,2026-01-07,09:23:04,5,83.55,417.75,10,11,Delivered,0,UPI,1
ORD011924,CUST2850,STR008,RDR441,PRD017,2025-11-23,20:16:44,1,237.61,237.61,10,8,Delivered,0,UPI,0
ORD011925,CUST4738,STR006,RDR405,PRD027,2025-06-14,20:16:47,4,76.58,306.32,10,26,Delivered,0,Card,1
ORD011926,CUST1759,STR025,RDR066,PRD019,2026-05-02,08:56:01,2,238.28,476.56,10,38,Delivered,1,Wallet,1
ORD011927,CUST1934,STR008,RDR246,PRD034,2026-05-02,06:27:34,2,250.91,501.82,10,11,Delivered,1,Card,1
ORD011928,CUST0828,STR008,RDR240,PRD022,2025-12-14,19:17:32,2,293.75,587.5,10,16,Delivered,0,Card,1
ORD011929,CUST0969,STR006,RDR240,PRD039,2025-10-06,19:57:47,5,544.0,2720.0,10,18,Cancelled,1,UPI,1
ORD011930,CUST4881,STR023,RDR104,PRD020,2025-12-26,06:27:13,4,109.11,436.44,10,0,Delivered,0,Card,0
ORD011931,CUST3387,STR008,RDR175,PRD011,2026-04-16,22:47:52,3,37.93,113.79,10,17,Delivered,0,UPI,1
ORD011932,CUST2837,STR019,RDR040,PRD016,2025-09-07,18:50:03,2,40.49,80.98,10,12,Delivered,1,Wallet,1
ORD011933,CUST0134,STR008,RDR391,PRD008,2025-11-19,20:49:51,2,117.13,234.26,10,37,Delivered,1,Wallet,1
ORD011934,CUST2237,STR007,RDR170,PRD011,2026-04-04,08:08:12,2,37.93,75.86,10,17,Delivered,0,UPI,1
ORD011935,CUST2568,STR006,RDR064,PRD023,2026-05-30,06:45:14,4,98.48,393.92,10,8,Delivered,0,UPI,0
ORD011936,CUST0174,STR021,RDR044,PRD030,2025-11-14,20:55:13,2,34.77,69.54,10,12,Delivered,0,UPI,1
ORD011937,CUST3065,STR025,RDR230,PRD011,2025-09-02,18:26:54,2,37.93,75.86,10,10,Delivered,1,UPI,0
ORD011938,CUST0491,STR010,RDR002,PRD016,2025-11-06,07:15:14,3,40.49,121.47,10,10,Cancelled,1,UPI,0
ORD011939,CUST4057,STR004,RDR431,PRD007,2026-01-10,09:47:27,1,267.09,267.09,10,19,Delivered,0,Wallet,1
ORD011940,CUST0777,STR020,RDR157,PRD004,2025-10-25,09:02:37,5,101.73,508.65,10,9,Delivered,0,UPI,0
ORD011941,CUST3690,STR026,RDR271,PRD022,2026-02-17,06:25:28,5,293.75,1468.75,10,10,Returned,0,Card,0
ORD011942,CUST2682,STR016,RDR398,PRD025,2025-12-17,19:58:41,5,83.55,417.75,10,10,Cancelled,1,Wallet,0
ORD011943,CUST2184,STR017,RDR423,PRD024,2025-07-16,21:03:07,4,170.15,680.6,10,16,Delivered,1,Card,1
ORD011944,CUST2478,STR018,RDR168,PRD003,2026-02-09,22:25:04,5,147.17,735.85,10,25,Delivered,0,Wallet,1
ORD011945,CUST2862,STR022,RDR398,PRD021,2025-12-10,13:30:38,5,192.65,963.25,10,27,Delivered,0,UPI,1
ORD011946,CUST0881,STR002,RDR034,PRD027,2025-06-15,08:42:39,4,76.58,306.32,10,24,Delivered,1,UPI,1
ORD011947,CUST3955,STR013,RDR097,PRD016,2026-05-24,21:14:13,1,40.49,40.49,10,9,Delivered,1,UPI,0
ORD011948,CUST4291,STR013,RDR023,PRD020,2025-06-26,10:01:54,3,109.11,327.33,10,41,Delivered,0,Wallet,1
ORD011949,CUST4598,STR026,RDR188,PRD030,2025-10-12,10:21:34,1,34.77,34.77,10,10,Returned,0,COD,0
ORD011950,CUST2791,STR029,RDR353,PRD027,2025-06-28,09:48:26,5,76.58,382.9,10,10,Delivered,0,UPI,0
ORD011951,CUST0014,STR008,RDR113,PRD013,2026-03-15,18:25:30,4,84.94,339.76,10,14,Returned,0,UPI,1
ORD011952,CUST1494,STR007,RDR483,PRD024,2026-05-26,09:34:30,5,170.15,850.75,10,32,Delivered,0,UPI,1
ORD011953,CUST1041,STR013,RDR336,PRD014,2025-06-05,19:21:43,5,69.5,347.5,10,19,Delivered,0,UPI,1
ORD011954,CUST4785,STR002,RDR301,PRD014,2025-06-30,06:27:05,5,69.5,347.5,10,20,Returned,0,UPI,1
ORD011955,CUST2868,STR019,RDR041,PRD021,2025-08-03,19:17:36,3,192.65,577.95,10,11,Delivered,0,UPI,1
ORD011956,CUST0855,STR018,RDR205,PRD017,2025-11-19,06:35:31,3,237.61,712.83,10,13,Delivered,0,COD,1
ORD011957,CUST4792,STR006,RDR334,PRD033,2026-02-21,11:22:59,4,346.12,1384.48,10,10,Delivered,0,Card,0
ORD011958,CUST1291,STR024,RDR469,PRD036,2026-02-24,21:03:39,3,638.68,1916.04,10,16,Delivered,1,COD,1
ORD011959,CUST3987,STR015,RDR131,PRD034,2026-05-16,09:32:31,3,250.91,752.73,10,16,Delivered,1,Card,1
ORD011960,CUST0825,STR007,,PRD024,2025-11-22,06:04:51,4,170.15,680.6,10,19,Delivered,0,COD,1
ORD011961,CUST1733,STR023,RDR145,PRD018,2026-03-08,18:48:53,1,152.02,152.02,10,25,Delivered,0,UPI,1
ORD011962,CUST3368,STR011,RDR039,PRD022,2025-07-18,18:46:44,5,293.75,1468.75,10,18,Cancelled,0,Card,1
ORD011963,CUST0162,STR016,RDR349,PRD017,2025-08-30,20:14:56,3,237.61,712.83,10,45,Delivered,0,COD,1
ORD011964,CUST3000,STR016,RDR229,PRD039,2026-03-06,21:48:09,1,544.0,544.0,10,40,Delivered,1,UPI,1
ORD011965,CUST1226,STR014,RDR205,PRD001,2025-06-30,18:58:17,4,69.79,279.16,10,10,Delivered,1,Card,0
ORD011966,CUST0963,STR010,RDR469,PRD037,2026-05-15,09:10:30,5,490.51,2452.55,10,11,Delivered,0,Card,1
ORD011967,CUST2124,STR021,RDR310,PRD009,2025-11-17,14:50:46,3,226.47,679.41,10,10,Delivered,0,UPI,0
ORD011968,CUST1866,STR020,RDR236,PRD017,2026-01-15,07:35:35,5,237.61,1188.05,10,12,Delivered,0,COD,1
ORD011969,CUST1155,STR012,RDR431,PRD010,2025-10-27,08:51:47,3,275.23,825.69,10,9,Delivered,0,Card,0
ORD011970,CUST4301,STR022,RDR343,PRD010,2025-08-29,08:52:59,4,275.23,1100.92,10,10,Delivered,0,Card,0
ORD011971,CUST2354,STR024,RDR329,PRD028,2025-09-11,18:09:49,5,90.33,451.65,10,8,Delivered,1,COD,0
ORD011972,CUST3197,STR026,RDR016,PRD024,2025-11-24,07:59:11,5,170.15,850.75,10,24,Delivered,0,UPI,1
ORD011973,CUST2454,STR004,RDR321,PRD031,2026-01-06,16:54:48,4,188.39,753.56,10,38,Delivered,0,UPI,1
ORD011974,CUST4775,STR013,RDR402,PRD014,2026-04-21,19:10:35,1,69.5,69.5,10,11,Delivered,0,UPI,1
ORD011975,CUST4798,STR007,RDR372,PRD036,2026-03-02,10:58:09,4,638.68,2554.72,10,16,Delivered,0,Card,1
ORD011976,CUST1414,STR018,RDR046,PRD039,2025-09-06,21:04:19,4,544.0,2176.0,10,9,Delivered,0,UPI,0
ORD011977,CUST2406,STR009,RDR094,PRD005,2026-01-05,21:30:55,4,91.22,364.88,10,9,Delivered,0,UPI,0
