order_date,store_id,total_orders,total_revenue,avg_delivery_mins,late_deliveries,total_stockouts,cancelled_orders
2025-11-27,STR015,10,5222.77,17.5,7,0,0
2026-02-15,STR012,8,3013.2,14.5,5,1,1
2025-07-04,STR007,13,8101.49,20.38,7,1,2
2025-08-16,STR018,12,5026.18,11.25,4,2,0
2025-12-04,STR029,17,12960.3,18.35,10,2,1
2025-11-16,STR026,18,10306.11,16.5,11,1,1
2025-06-04,STR008,19,9256.43,21.58,13,0,1
2025-09-15,STR029,10,3679.68,13.7,3,3,0
2026-03-27,STR014,12,4680.16,20.83,9,5,2
2025-09-14,STR002,19,9076.2,14.16,12,2,1
2025-06-15,STR006,11,4766.73,20.36,7,0,2
2026-03-13,STR001,8,5909.01,18.5,5,2,0
2026-01-14,STR005,12,3942.48,13.75,4,0,0
2026-05-22,STR004,14,5378.5,18.5,10,2,2
2025-08-18,STR029,11,6188.07,15.55,5,4,0
2025-08-25,STR010,8,6495.03,14.25,5,1,3
2026-04-19,STR014,7,2061.64,15.14,6,1,0
2025-06-27,STR021,14,9005.88,17.21,8,4,2
2026-02-02,STR030,17,8324.31,11.88,6,2,1
2026-03-11,STR028,12,11313.17,19.25,9,1,1
2026-03-16,STR004,16,6717.39,19.38,10,1,1
2025-11-24,STR008,13,8139.76,16.85,8,2,1
2025-12-09,STR020,12,6219.9,15.25,6,3,0
2025-08-05,STR010,17,8210.35,20.47,13,5,3
2026-03-12,STR022,9,5902.55,17.78,5,1,1
2025-11-24,STR028,13,5298.1,23.31,13,3,1
2026-02-09,STR015,10,4022.6,12.4,7,5,2
2026-01-09,STR009,10,5226.78,15.8,7,2,0
2026-03-27,STR017,20,9996.43,16.4,11,3,4
2025-06-09,STR001,16,4847.16,18.56,11,1,1
2026-05-28,STR018,14,7792.1,14.07,8,2,0
2026-02-04,STR029,7,3827.6,13.86,6,4,0
2025-09-09,STR004,13,5502.41,13.62,7,3,1
2026-03-21,STR024,12,6122.05,14.42,8,2,1
2025-10-25,STR005,13,7696.89,13.46,7,4,0
2025-06-21,STR008,11,5468.3,14.73,5,0,1
2025-10-08,STR013,8,3066.9,16.5,7,1,1
2025-06-22,STR012,11,9109.68,16.0,4,2,1
2026-03-22,STR015,17,6913.31,21.59,13,2,1
2025-11-22,STR026,8,2898.91,17.38,5,2,1
2026-05-01,STR022,11,7461.28,17.91,9,5,0
2025-11-19,STR014,13,11490.4,12.92,6,3,1
2025-12-05,STR010,17,6240.45,16.06,9,2,1
2025-06-07,STR023,13,6107.82,17.31,8,5,0
2025-12-12,STR030,11,4917.9,16.82,8,1,1
2025-11-28,STR005,16,6316.47,16.88,10,1,2
2026-01-29,STR026,18,7806.64,17.17,12,5,2
2025-11-17,STR006,16,8021.02,15.5,10,4,2
2025-10-10,STR025,8,2962.29,24.13,6,0,0
2026-04-10,STR027,14,6720.08,20.57,10,4,1
2025-12-09,STR013,12,9270.83,16.92,6,5,0
2026-04-21,STR010,14,8433.36,12.86,5,5,1
2025-12-05,STR030,11,6449.32,21.0,7,0,1
2026-01-15,STR005,10,4449.85,18.4,7,1,2
2025-11-07,STR018,6,2753.8,17.5,3,1,0
2025-06-14,STR009,9,4810.55,20.22,8,2,0
2026-03-09,STR019,7,3672.7,24.43,5,1,0
2025-11-14,STR011,12,8244.47,15.67,7,3,0
2025-12-30,STR019,7,4389.67,21.71,4,1,2
2026-05-09,STR029,16,6730.13,18.38,13,3,1
2025-12-08,STR006,15,5631.57,18.67,10,4,2
2026-03-10,STR016,5,1379.96,21.6,3,0,1
2025-06-12,STR027,9,3924.81,23.56,8,0,1
2025-07-23,STR021,18,7974.37,17.39,10,3,4
2025-07-05,STR007,15,8138.37,18.4,12,6,2
2026-02-20,STR003,14,3318.54,14.57,7,2,1
2026-06-02,STR020,11,5475.51,15.45,4,2,1
2026-05-12,STR026,18,10749.26,16.22,12,3,6
2026-03-26,STR021,9,4078.82,13.33,5,4,1
2025-12-23,STR016,14,5340.01,21.29,12,3,0
2025-11-14,STR006,11,4776.72,16.0,9,4,0
2026-04-09,STR023,9,4943.16,18.67,6,2,1
2025-07-16,STR028,14,6980.21,14.93,7,7,2
2026-01-17,STR005,10,5810.02,12.8,5,3,0
2025-10-19,STR005,6,2787.52,12.67,2,2,1
2026-01-07,STR005,17,7326.96,17.59,12,2,4
2026-04-01,STR003,12,4214.77,16.25,9,2,1
2026-03-16,STR017,8,5173.03,18.63,5,3,1
2025-06-18,STR030,12,7496.64,16.17,8,2,1
2025-09-22,STR023,12,9402.39,11.58,4,3,1
2025-09-16,STR030,11,7186.97,12.91,5,1,1
2025-08-07,STR020,11,5123.67,16.55,5,1,1
2026-02-27,STR006,13,11813.4,13.0,8,3,2
2026-04-22,STR026,10,6327.26,14.0,6,0,0
2025-07-25,STR010,9,3739.19,11.11,2,1,1
2026-03-24,STR012,10,9191.4,13.5,5,2,1
2025-11-25,STR014,14,6796.94,14.29,6,1,1
2026-03-23,STR025,10,4883.29,12.8,4,3,0
2025-10-14,STR014,8,3700.9,13.75,6,5,1
2026-03-02,STR015,9,5029.13,14.33,5,1,0
2025-09-03,STR013,9,5796.73,15.22,5,5,1
2026-04-06,STR009,10,4601.28,23.3,8,1,1
2025-08-16,STR006,8,1694.09,16.25,5,2,2
2026-04-26,STR015,10,3110.57,19.0,7,1,2
2026-03-03,STR015,10,3358.35,14.6,7,2,1
2025-08-01,STR015,18,12691.52,14.61,9,1,1
2025-06-14,STR026,11,2205.56,12.91,6,3,0
2025-11-14,STR012,10,6491.86,19.5,10,2,2
2025-10-23,STR020,11,4153.34,15.73,5,5,1
2026-03-19,STR016,14,7661.14,14.21,9,7,1
2026-05-17,STR006,12,5858.19,15.83,8,1,3
2025-06-08,STR029,10,4434.2,18.6,10,2,3
2026-02-17,STR026,11,6185.3,17.09,8,2,1
2025-10-02,STR024,5,3018.38,10.6,1,3,2
2026-03-04,STR006,18,9618.78,19.39,15,4,3
2026-04-29,STR008,14,11127.4,17.29,8,1,2
2025-09-18,STR006,9,5244.96,15.11,3,0,0
2025-09-05,STR021,9,3918.02,17.89,6,2,0
2025-11-07,STR001,7,4112.6,19.14,5,2,2
2025-08-29,STR028,13,5821.47,13.92,6,5,1
2026-05-16,STR029,10,8228.41,23.8,9,2,1
2025-08-25,STR007,11,6533.33,18.0,6,2,0
2025-08-21,STR013,4,1854.94,13.25,3,0,0
2026-05-31,STR003,10,3987.86,15.5,6,2,1
2025-08-16,STR004,11,4738.09,21.27,9,1,3
2025-07-02,STR022,10,4205.51,11.2,5,2,1
2026-01-26,STR011,7,2988.96,25.57,4,0,0
2026-03-15,STR006,10,6377.18,16.3,5,1,1
2025-12-17,STR006,12,3627.55,18.08,6,5,1
2026-02-03,STR024,11,4418.09,13.09,7,3,2
2025-11-03,STR007,5,2387.44,10.0,1,1,0
2026-02-03,STR009,12,9155.05,17.58,9,3,1
2026-04-13,STR026,5,1213.12,15.0,3,2,1
2025-12-18,STR022,4,3225.73,19.5,2,0,1
2025-12-16,STR001,5,3727.05,9.2,1,2,1
2025-12-21,STR007,10,4357.73,11.6,3,3,1
2026-04-27,STR006,15,12249.83,14.47,8,0,2
2026-03-02,STR018,14,5250.27,14.64,8,4,1
2025-09-15,STR017,17,10982.18,14.0,7,7,1
2026-04-28,STR004,24,13015.05,15.63,12,5,2
2026-03-06,STR026,10,6238.01,12.3,3,2,1
2025-06-12,STR001,16,5852.05,20.56,13,1,3
2025-10-16,STR021,13,3045.95,17.31,8,3,0
2025-10-22,STR001,16,6917.28,14.25,9,3,0
2026-05-29,STR002,14,5409.54,16.29,8,1,2
2026-01-12,STR008,6,2547.08,10.5,1,0,0
2025-08-07,STR015,17,7452.35,15.41,10,5,1
2026-04-26,STR026,14,8351.61,20.21,10,2,0
2025-06-12,STR010,13,3925.07,15.31,9,4,1
2025-12-04,STR022,15,4629.0,19.27,9,5,2
2026-04-10,STR023,16,5756.9,14.94,8,2,0
2026-05-21,STR028,21,9970.53,17.19,13,4,2
2025-11-24,STR004,14,5407.7,23.43,11,1,1
2025-09-11,STR001,14,6128.23,15.14,9,3,0
2025-09-30,STR029,17,4934.51,18.06,11,3,3
2025-09-03,STR021,14,7320.09,20.93,11,3,1
2025-10-06,STR014,11,7223.6,13.36,6,2,4
2026-02-05,STR005,10,3207.56,10.8,2,4,1
2025-06-07,STR007,11,5424.07,14.55,6,4,2
2026-02-11,STR025,12,7270.16,19.58,9,1,1
2026-03-28,STR015,14,5595.65,13.86,7,4,1
2025-11-30,STR023,12,5519.62,18.25,9,3,1
2025-07-24,STR001,17,8317.13,19.94,13,4,1
2025-09-26,STR003,10,4259.09,15.7,7,1,1
2026-02-18,STR016,10,5745.49,12.2,5,0,2
2026-01-28,STR009,10,4012.66,16.9,6,2,0
2026-02-15,STR005,13,8173.82,14.77,8,3,0
2025-10-24,STR006,18,7502.32,13.67,9,3,0
2025-09-13,STR007,11,9735.98,17.09,7,1,2
2025-12-04,STR011,14,10155.15,13.36,6,3,1
2026-01-29,STR006,10,4936.22,17.5,7,4,1
2026-03-08,STR012,13,9951.48,15.92,8,5,3
2025-06-15,STR016,14,12269.46,16.29,10,4,2
2026-06-03,STR028,18,14003.84,17.0,13,3,2
2026-01-21,STR029,14,9356.46,13.86,6,3,2
2026-03-17,STR022,6,3777.74,16.5,4,1,0
2026-04-05,STR012,11,8073.98,17.0,8,3,1
2025-06-21,STR030,13,6671.22,21.54,11,4,3
2026-04-28,STR002,17,6870.79,14.0,8,8,2
2026-03-06,STR019,17,7957.27,18.18,11,4,2
2026-02-10,STR015,15,6894.63,14.53,7,3,0
2025-10-28,STR029,11,4335.82,20.36,7,2,3
2025-10-01,STR029,15,6973.19,20.4,12,2,2
2025-09-01,STR011,13,6666.4,14.46,8,7,0
2026-01-29,STR007,15,12117.77,11.53,5,2,2
2025-08-01,STR028,19,8959.98,16.0,10,4,5
2025-09-05,STR022,20,8534.96,18.6,14,5,3
2025-07-12,STR007,12,5921.29,16.0,7,5,1
2025-06-26,STR004,11,5551.44,13.09,5,3,0
2025-12-06,STR027,15,8969.27,17.6,8,4,1
2025-06-26,STR025,12,7117.51,17.33,9,4,0
2025-10-22,STR030,22,12251.08,14.55,13,8,4
2025-12-06,STR021,13,6291.69,11.92,8,5,1
2025-12-07,STR029,13,6242.44,20.85,10,2,1
2026-02-13,STR016,13,5200.42,20.69,9,1,1
2025-08-29,STR026,14,7285.93,19.86,10,1,3
2026-03-15,STR022,15,5366.62,16.0,9,3,2
2025-11-01,STR015,18,11404.99,18.67,13,2,3
2026-04-23,STR013,11,4040.89,18.82,9,1,0
2025-10-24,STR027,21,11880.47,18.48,16,8,1
2025-10-12,STR015,17,9598.17,15.47,10,2,2
2026-05-21,STR010,21,10334.58,17.0,15,4,1
2025-08-06,STR017,17,10803.19,20.06,12,7,1
2025-11-25,STR030,21,11995.46,17.57,14,3,3
2026-05-13,STR014,14,4407.88,16.79,11,1,1
2026-01-30,STR007,16,5787.09,12.25,7,5,1
2026-04-11,STR010,11,6587.5,13.73,6,4,1
2025-12-26,STR024,11,4280.46,20.27,8,2,0
2026-02-01,STR029,23,11021.47,15.35,12,5,2
2025-10-21,STR013,13,5829.07,16.08,8,2,2
2025-10-20,STR015,24,15211.31,14.63,15,6,1
2025-12-29,STR006,17,5560.89,17.88,16,2,1
2026-04-12,STR002,10,4664.55,18.5,7,4,0
2026-03-13,STR020,15,7819.16,16.73,10,2,0
2026-03-15,STR013,13,8159.73,18.0,11,3,0
2025-08-17,STR016,17,7544.34,17.35,13,4,4
2025-09-01,STR014,16,9538.11,14.06,8,5,1
2025-10-22,STR008,15,7342.6,14.8,7,8,2
2026-03-04,STR005,13,3281.47,15.23,8,2,0
2025-11-25,STR003,16,9724.28,16.0,13,3,5
2025-07-18,STR030,13,5241.9,16.15,8,1,2
2025-07-15,STR029,20,13683.69,18.1,12,5,1
2025-08-09,STR030,18,8624.63,12.39,9,5,3
2025-12-24,STR015,20,10427.38,18.4,15,2,1
2025-11-03,STR009,17,7616.7,14.41,8,3,2
2026-03-19,STR008,17,12137.54,15.0,9,4,0
2025-08-30,STR010,13,6742.21,17.15,13,5,0
2025-09-20,STR006,12,9340.1,15.67,7,1,1
2026-01-19,STR010,20,9011.77,19.5,13,0,2
2026-05-25,STR012,8,6487.67,11.0,3,1,3
2025-09-29,STR011,9,3106.45,16.44,6,2,0
2026-02-09,STR011,15,6455.68,13.0,9,5,4
2025-10-01,STR006,16,8932.98,19.94,11,2,0
2025-11-01,STR001,17,8874.78,14.12,9,8,1
2026-03-05,STR001,17,6180.55,15.53,10,5,1
2026-03-27,STR011,13,4377.29,14.92,8,2,0
2025-12-08,STR010,13,10201.73,17.08,11,2,1
2026-02-19,STR015,13,4059.1,15.08,8,1,1
2025-12-16,STR006,11,2969.72,12.91,6,0,0
2025-12-26,STR007,11,6763.16,16.91,6,5,1
2026-04-12,STR004,13,5589.63,16.69,9,4,0
2026-03-07,STR009,15,9822.63,10.67,4,6,4
2026-03-12,STR030,16,10181.99,16.63,8,0,2
2026-01-17,STR022,8,3059.63,16.38,6,1,0
2025-10-20,STR023,16,11825.12,14.75,10,1,0
2026-01-06,STR005,15,7723.64,15.6,8,1,0
2025-12-15,STR006,12,5702.09,21.08,6,2,3
2026-01-22,STR005,8,4326.91,16.5,4,2,1
2025-09-20,STR014,12,7720.1,13.08,6,2,1
2026-04-04,STR015,17,10026.54,17.18,12,4,3
2025-07-31,STR030,16,6908.36,19.56,12,7,0
2025-09-04,STR003,19,6941.07,13.58,8,1,0
2026-02-05,STR025,14,5247.64,17.43,9,4,1
2026-04-09,STR026,16,11549.88,18.19,13,2,0
2025-09-26,STR029,12,3724.56,18.33,7,0,1
2026-05-09,STR011,13,6326.95,16.31,7,1,2
2025-08-02,STR002,19,6775.39,16.53,9,5,3
2025-12-11,STR019,12,11477.08,16.33,7,4,0
2025-12-21,STR019,10,4334.37,20.8,6,1,0
2025-07-01,STR016,20,9216.23,15.15,14,5,1
2025-11-13,STR012,14,7778.22,23.5,10,3,3
2026-02-10,STR010,10,5220.49,13.8,5,3,2
2025-08-15,STR030,14,13242.11,18.93,8,5,1
2026-02-23,STR003,21,11179.11,15.0,12,7,2
2026-01-08,STR015,14,5301.84,17.36,13,5,2
2025-10-07,STR022,15,6701.97,18.73,11,5,5
2026-02-17,STR016,12,5061.54,14.83,7,1,2
2026-01-07,STR016,13,6618.73,20.08,10,3,1
2026-02-23,STR007,16,7485.27,15.94,14,1,3
2026-04-02,STR009,20,10492.69,15.3,14,5,2
2026-04-19,STR017,8,5318.62,11.63,5,1,1
2026-01-28,STR006,12,4657.95,15.25,6,1,1
2026-01-03,STR023,17,5480.43,14.94,12,4,1
2026-04-30,STR001,17,9018.98,17.41,9,3,2
2025-08-29,STR027,17,7156.74,15.29,11,6,0
2025-12-17,STR019,15,7288.11,18.8,13,3,0
2025-06-20,STR004,6,1673.25,21.33,5,1,0
2026-03-31,STR018,15,6064.42,16.0,9,2,2
2026-05-16,STR025,14,7962.12,15.36,7,3,0
2025-11-17,STR011,14,8070.22,16.14,8,1,0
2026-03-11,STR019,20,11625.55,20.55,15,8,0
2026-05-20,STR004,16,7120.7,16.88,12,5,0
2025-11-16,STR006,13,5718.99,11.31,5,2,1
2026-05-05,STR002,13,5060.15,15.62,9,3,1
2026-01-22,STR008,15,8181.45,20.27,9,1,2
2026-02-25,STR009,14,5968.59,13.79,6,6,1
2026-03-06,STR004,15,10094.21,19.0,12,1,1
2026-01-25,STR001,16,8121.47,14.38,7,4,1
2025-12-07,STR009,12,6646.64,17.08,5,2,0
2026-04-01,STR026,12,3430.48,16.83,6,5,2
2025-12-08,STR015,16,7179.06,17.0,10,1,2
2026-05-23,STR014,12,6466.97,14.42,7,0,0
2025-06-27,STR001,20,10616.31,15.7,12,3,3
2025-09-06,STR022,11,6556.6,13.0,6,3,2
2025-12-16,STR023,12,3975.85,15.83,7,2,1
2025-07-19,STR004,14,7669.6,19.93,10,4,1
2025-12-28,STR027,16,7337.88,16.0,8,3,4
2025-12-18,STR008,17,7448.37,17.71,10,6,1
2026-03-30,STR022,15,7421.93,15.8,9,3,1
2025-07-02,STR001,17,6758.73,13.29,8,5,0
2025-12-15,STR007,12,8529.88,11.83,6,1,2
2025-10-18,STR001,15,12878.07,16.87,8,2,0
2026-03-16,STR021,15,6660.07,14.93,10,4,1
2025-11-03,STR002,10,7371.59,21.0,7,3,1
2026-05-20,STR018,16,9002.97,15.63,8,5,1
2025-08-30,STR027,13,7638.65,14.77,6,2,2
2026-01-17,STR006,13,7839.98,17.08,6,5,2
2026-04-02,STR027,12,3624.82,27.0,10,2,3
2025-09-06,STR018,14,6411.5,15.86,7,4,2
2026-04-29,STR011,13,8855.29,18.0,8,3,1
2025-10-02,STR021,15,6345.42,19.47,11,1,1
2026-04-26,STR006,10,5548.35,13.4,4,2,0
2025-09-05,STR029,13,6985.7,18.92,10,3,1
2025-08-21,STR019,15,6085.28,20.0,12,4,6
2025-08-16,STR027,18,6095.87,17.72,12,3,2
2026-01-24,STR015,13,4240.24,14.62,5,4,0
2025-12-29,STR028,16,10015.48,16.5,12,3,1
2025-12-24,STR006,15,9737.94,18.0,12,4,4
2025-08-19,STR005,16,8318.64,13.69,6,4,0
2025-11-14,STR004,15,7934.31,16.33,7,3,4
2025-07-09,STR023,12,6715.81,13.75,5,0,1
2026-04-17,STR026,11,6841.89,13.36,6,0,1
2025-09-14,STR017,15,8245.66,16.47,6,3,0
2025-10-03,STR005,12,5871.05,16.58,10,2,2
2026-01-14,STR020,11,10077.63,20.73,7,1,0
2026-04-18,STR004,16,7367.62,19.31,11,1,1
2025-09-10,STR004,17,11952.08,17.59,12,6,2
2025-11-30,STR004,15,7990.72,14.33,7,3,0
2025-07-17,STR027,7,4510.89,13.43,5,1,2
2026-05-16,STR026,13,6418.93,12.38,6,4,2
2025-06-06,STR024,13,8354.81,11.46,5,2,1
2025-07-08,STR021,14,8684.4,17.57,10,4,0
2026-02-21,STR020,15,9543.36,15.47,10,2,1
2025-12-22,STR001,19,7556.13,18.74,14,2,2
2026-04-19,STR012,17,6137.39,17.0,10,2,1
2025-06-30,STR011,13,8016.44,15.46,9,5,2
2025-12-25,STR004,14,6260.98,22.07,11,2,2
2026-05-13,STR018,10,6570.42,20.7,8,2,0
2026-02-17,STR003,12,6406.12,17.0,7,1,1
2025-12-12,STR020,16,8201.82,18.63,10,4,1
2025-06-03,STR012,17,9482.57,19.76,13,5,2
2025-07-08,STR030,18,7322.15,20.11,13,5,1
2025-08-13,STR019,11,5132.49,17.27,8,1,0
2025-09-04,STR005,10,7045.19,18.0,8,3,0
2025-07-23,STR024,13,5869.43,17.31,8,3,1
2026-04-27,STR019,16,12164.1,11.31,6,1,3
2026-02-19,STR012,15,6811.03,17.73,11,5,2
2025-09-08,STR015,18,6909.15,17.72,11,3,0
2026-02-11,STR024,17,7503.66,19.41,13,4,2
2025-07-12,STR011,15,6525.52,24.27,14,4,1
2025-09-19,STR026,17,7289.29,17.76,9,2,5
2025-06-19,STR007,13,4040.52,11.0,5,5,0
2025-10-10,STR008,12,10381.17,17.08,7,4,1
2025-12-24,STR025,12,7409.91,14.75,9,3,2
2026-05-03,STR009,19,15831.82,16.74,12,6,2
2025-06-21,STR028,11,6414.38,22.45,9,2,0
2025-08-10,STR001,12,6648.92,19.08,9,2,2
2026-05-10,STR024,13,9661.67,15.31,5,4,1
2025-08-25,STR021,12,5715.18,20.0,8,2,2
2025-09-21,STR004,9,5718.97,12.11,3,4,2
2025-10-15,STR026,19,9385.94,12.95,8,5,4
2025-08-05,STR019,12,5127.69,14.75,8,2,1
2025-07-15,STR030,17,9580.5,17.12,10,2,4
2025-07-06,STR013,19,8665.51,22.79,15,5,4
2026-04-11,STR009,10,3668.95,12.1,5,2,0
2026-01-12,STR017,12,7604.46,18.5,9,2,1
2025-09-23,STR001,16,6878.49,16.88,11,2,2
2025-07-09,STR008,17,8453.38,17.47,10,3,2
2025-06-16,STR030,13,5140.55,14.77,9,3,2
2025-06-17,STR017,23,13279.59,15.74,16,4,1
2026-05-11,STR001,10,4812.36,15.6,7,3,2
2025-10-22,STR022,13,8276.06,21.15,11,2,0
2025-12-06,STR022,26,20634.72,18.0,15,3,3
2025-09-19,STR017,9,4763.37,16.44,4,4,0
2025-07-03,STR002,14,5225.52,16.64,9,2,2
2026-04-15,STR022,18,6590.87,14.44,12,2,2
2025-11-05,STR016,13,5935.51,15.0,9,2,1
2025-09-26,STR007,19,9246.02,18.95,15,2,0
2025-09-09,STR008,23,19561.09,12.74,7,5,3
2026-02-07,STR001,15,6480.53,14.93,7,4,0
2025-10-13,STR017,17,8689.16,16.35,11,4,1
2025-11-14,STR020,15,9599.05,21.4,11,4,1
2026-05-29,STR001,16,12003.41,14.06,10,2,3
2025-12-03,STR002,15,9540.3,20.07,10,3,1
2025-12-04,STR017,13,7321.94,18.46,8,2,1
2026-04-14,STR003,13,5828.53,22.15,13,1,2
2025-07-07,STR009,11,6625.64,16.18,7,1,0
2025-08-04,STR006,12,3872.28,12.67,3,1,1
2026-03-15,STR027,9,6511.72,14.33,4,0,1
2025-06-17,STR023,12,3792.13,14.25,5,2,0
2025-12-09,STR001,17,9308.8,19.94,14,2,0
2026-03-31,STR016,17,6935.12,14.12,11,4,3
2026-04-17,STR027,16,7395.41,14.13,11,4,2
2026-05-26,STR004,12,5350.95,15.25,6,1,0
2025-07-23,STR010,10,6342.26,22.7,6,1,2
2026-02-04,STR005,13,7301.44,17.38,12,2,1
2025-11-08,STR016,22,10168.21,15.27,10,6,4
2025-12-23,STR025,19,11359.66,16.95,11,5,3
2025-09-27,STR003,13,7819.66,11.77,6,6,1
2025-07-14,STR026,19,7747.44,13.89,10,5,0
2025-10-19,STR011,14,5926.51,14.86,9,2,1
2025-10-05,STR015,13,6921.22,17.0,8,3,2
2026-01-13,STR009,14,6579.24,22.07,11,5,2
2025-12-20,STR011,6,1427.07,20.67,4,1,0
2025-06-07,STR025,22,11117.3,18.09,15,3,0
2026-01-04,STR012,10,7065.21,14.9,6,0,0
2025-09-30,STR019,10,4313.1,15.1,5,1,1
2025-12-24,STR019,7,2146.86,14.29,5,1,0
2025-08-26,STR023,14,10565.88,17.36,9,2,0
2026-04-21,STR016,12,7428.46,19.33,8,4,1
2025-07-25,STR009,16,7534.51,16.13,11,0,0
2025-07-23,STR019,12,11308.71,19.0,12,2,0
2026-01-03,STR008,16,5935.94,12.13,8,7,0
2026-06-01,STR002,22,11227.13,17.86,15,8,5
2026-02-17,STR029,15,6262.16,16.87,9,3,2
2026-01-13,STR022,14,6814.75,14.21,8,0,2
2026-02-17,STR004,10,5600.81,16.9,4,1,0
2026-05-08,STR024,16,6645.54,15.94,8,3,3
2025-11-07,STR015,14,4895.27,15.21,8,5,0
2026-04-14,STR020,20,11323.15,15.65,11,8,2
2026-01-29,STR021,9,4918.99,16.11,5,1,1
2026-01-29,STR024,14,7430.99,17.71,11,1,1
2025-08-24,STR021,16,9591.74,16.88,10,3,3
2026-01-08,STR028,25,11394.58,16.8,19,5,3
2025-09-23,STR006,13,8466.59,19.92,9,2,2
2025-07-18,STR002,20,9848.37,13.2,12,6,3
2025-10-31,STR012,11,5503.19,14.36,5,2,2
2026-03-25,STR009,15,6237.12,13.8,7,3,4
2025-10-24,STR023,9,5792.9,18.0,7,5,5
2025-12-16,STR013,10,3500.18,23.8,7,1,2
2025-07-29,STR028,10,3993.63,13.3,6,2,0
2025-08-15,STR009,8,4450.59,15.5,3,1,1
2025-06-29,STR018,12,7113.15,16.25,7,0,1
2025-11-05,STR026,15,6509.3,15.6,8,3,1
2025-09-22,STR027,10,2077.57,14.6,5,1,1
2026-03-24,STR004,18,10903.62,14.72,11,5,2
2026-02-03,STR002,7,5493.34,16.14,6,2,0
2026-03-31,STR013,15,7765.45,16.13,10,2,0
2026-01-14,STR002,15,7396.94,15.4,11,2,0
2026-02-07,STR012,12,2645.06,22.0,10,2,1
2025-06-05,STR002,12,6483.08,14.0,5,2,0
2026-05-15,STR003,13,7106.81,14.85,7,4,0
2026-01-04,STR007,11,4152.52,16.09,6,4,0
2026-02-10,STR002,7,3650.73,14.29,4,1,1
2025-08-17,STR003,11,3682.3,13.73,8,2,3
2025-09-16,STR020,10,3887.35,20.1,7,4,1
2026-01-17,STR020,13,4929.15,17.54,8,4,1
2026-02-12,STR008,9,3812.0,16.89,5,1,1
2025-06-09,STR015,10,4542.06,19.0,8,3,3
2026-02-13,STR013,18,11659.08,17.44,14,3,2
2026-03-19,STR024,11,7883.15,20.55,9,3,2
2026-01-24,STR028,21,9057.28,15.1,12,4,2
2025-07-26,STR023,16,11959.95,16.19,8,6,2
2026-02-10,STR013,12,3152.29,18.92,8,2,2
2026-03-03,STR006,13,3449.32,20.85,11,1,3
2026-02-14,STR015,10,4522.9,17.6,7,0,2
2025-07-02,STR005,10,3761.57,16.5,5,1,1
2025-06-25,STR009,17,4869.19,14.59,11,6,3
2025-06-08,STR011,11,5013.25,12.36,6,2,1
2025-10-27,STR013,14,5322.04,14.57,11,3,2
2025-08-18,STR030,10,4670.62,13.4,5,4,2
2025-09-10,STR023,12,9589.09,16.75,5,2,0
2025-09-01,STR004,15,8176.51,14.4,8,3,1
2026-02-26,STR024,23,9949.99,16.3,16,4,2
2025-12-23,STR019,12,7575.44,19.67,11,1,1
2026-05-26,STR014,17,6132.13,13.18,9,7,2
2025-11-08,STR024,13,6021.77,16.92,9,3,2
2025-12-09,STR005,11,3830.73,16.36,8,3,1
2025-10-20,STR013,14,4119.05,16.57,7,3,5
2025-06-15,STR028,9,3135.51,20.67,6,2,0
2025-07-31,STR011,13,7186.72,15.31,11,2,1
2026-03-11,STR011,11,6750.85,14.64,5,1,1
2026-04-18,STR006,13,7068.62,24.92,11,2,3
2026-01-16,STR008,10,3041.0,13.8,4,2,2
2026-04-26,STR004,15,10325.78,14.2,8,4,4
2026-01-01,STR014,8,3814.18,16.0,5,2,1
2026-05-20,STR008,21,10251.12,16.1,14,2,2
2026-05-24,STR025,11,6453.77,16.91,8,0,2
2025-11-16,STR028,11,9060.41,15.0,7,1,1
2026-03-14,STR018,15,9745.59,19.67,10,3,1
2025-09-20,STR001,12,4675.57,13.17,5,4,4
2026-02-27,STR025,8,6470.18,26.13,6,2,1
2025-11-17,STR029,15,9261.36,19.27,13,6,4
2025-08-28,STR005,15,8714.27,19.87,11,2,1
2026-01-10,STR030,12,7799.13,17.83,8,2,0
2025-12-03,STR030,13,6920.48,15.23,9,3,2
2026-04-20,STR016,14,6241.36,13.36,7,1,0
2025-08-11,STR027,14,5105.97,16.5,9,4,2
2025-07-16,STR006,11,4082.31,20.09,6,1,2
2026-01-17,STR013,9,4419.91,23.33,7,2,2
2025-06-20,STR024,10,3832.5,17.8,8,2,2
2025-12-15,STR013,15,11766.99,16.27,8,3,2
2025-10-07,STR005,9,3117.8,20.67,7,3,1
2026-03-25,STR024,15,9241.2,19.13,10,6,2
2026-05-03,STR010,11,4299.85,14.45,5,0,0
2025-11-10,STR021,14,8016.77,20.36,9,5,6
2026-03-30,STR003,15,4450.7,20.93,13,6,2
2025-12-25,STR002,13,5949.37,19.38,10,3,1
2026-03-22,STR012,7,2978.81,23.86,7,1,2
2025-10-18,STR023,13,6258.93,15.38,7,6,0
2025-08-19,STR030,10,5143.85,15.7,5,0,0
2025-10-27,STR029,12,5565.66,17.17,8,4,0
2025-08-29,STR014,14,7124.5,16.14,8,4,2
2025-12-11,STR028,16,7657.72,15.94,12,2,2
2025-08-14,STR006,9,10265.95,14.44,5,2,1
2025-12-14,STR001,9,4391.8,15.78,4,0,0
2026-05-15,STR027,13,10588.87,16.54,10,1,1
2026-04-09,STR011,12,5786.52,22.75,8,2,4
